X (miles),Y (miles)
4231.686505483137,-916.1702561285774
4231.686505483137,-916.1702561285774
4231.686505483137,-916.1702561285774
4229.484580153804,-906.2584853736249
4223.977825097376,-910.6638894187674
4218.471070040948,-921.6770111850053
4215.1662403138525,-896.3467146186724
4216.269144711613,-886.434555517102
4216.269144711613,-886.434555517102
4216.269144711613,-886.434555517102
4219.573974438708,-862.2056099620555
4219.573974438708,-862.2056099620555
4219.573974438708,-862.2056099620555
4218.471070040948,-840.1789780829608
4225.079176108663,-824.7604522715804
4223.976271710902,-813.7473305053426
4229.48302676733,-800.531506716534
4222.874920699615,-784.0116298938682
4232.787079801187,-781.8097045645345
4242.6988505561385,-761.9857747080116
4242.6988505561385,-761.9857747080116
4242.6988505561385,-761.9857747080116
4240.496925226806,-755.3780569869162
4240.496925226806,-755.3780569869162
4240.496925226806,-755.3780569869162
4233.889207505712,-746.5672488966312
4220.672995370283,-750.9726529417737
4203.052155882951,-760.8844236967262
4196.444049815236,-766.3911787531541
4200.84945386038,-775.2015984968201
4192.038645770095,-781.8097045645345
4184.329577037714,-786.215108609677
4183.226672639954,-793.9241773420578
4178.82126859481,-798.3295813872003
4177.71836419705,-814.849458209866
4168.907944453383,-818.1542879369613
4167.805040055622,-833.5732020949607
4164.500210328527,-858.9034986612936
4162.298284999194,-872.1193224501022
4162.298284999194,-872.1193224501022
4162.298284999194,-872.1193224501022
4156.791918289385,-882.0314815516726
4156.791918289385,-882.0314815516726
4156.791918289385,-882.0314815516726
4144.677057165242,-885.336311278768
4136.967988432862,-865.512769768864
4134.766063103529,-880.9309072336254
4134.766063103529,-880.9309072336254
4134.766063103529,-880.9309072336254
4135.868967501289,-894.147119369053
4135.868967501289,-894.147119369053
4135.868967501289,-894.147119369053
4142.477073569004,-908.464294169148
4140.275148239672,-929.3891866903373
4140.275148239672,-929.3891866903373
4140.275148239672,-929.3891866903373
4131.464340149386,-948.1117655355748
4131.464340149386,-948.1117655355748
4131.464340149386,-948.1117655355748
4116.0458143380065,-973.4424504485257
4116.0458143380065,-973.4424504485257
4116.0458143380065,-973.4424504485257
4112.740984610911,-986.6582742373342
4112.740984610911,-986.6582742373342
4112.740984610911,-986.6582742373342
4094.018794112293,-998.7727470148575
4081.9039329881507,-1006.4818157472381
4084.105858317483,-1014.1912728262379
4077.498140596389,-1024.1030435811904
4077.498140596389,-1024.1030435811904
4077.498140596389,-1024.1030435811904
4085.2072093287697,-1025.205947978952
4085.2072093287697,-1025.205947978952
4085.2072093287697,-1025.205947978952
4106.132490196579,-1015.2941772239994
4107.23539459434,-1024.1045969676654
4107.23539459434,-1024.1045969676654
4107.23539459434,-1024.1045969676654
4099.525937515341,-1037.320420756474
4099.525937515341,-1037.320420756474
4099.525937515341,-1037.320420756474
4100.6288419131015,-1050.5366328919017
4100.6288419131015,-1050.5366328919017
4100.6288419131015,-1050.5366328919017
4094.0211241920074,-1072.5628764243775
4084.108965090436,-1072.5628764243775
4084.108965090436,-1072.5628764243775
4084.108965090436,-1072.5628764243775
4081.907039761103,-1103.3999280471382
4081.907039761103,-1103.3999280471382
4081.907039761103,-1103.3999280471382
4069.79256698358,-1126.5279109375183
4069.79256698358,-1140.8450857376133
4069.79256698358,-1140.8450857376133
4069.79256698358,-1140.8450857376133
4052.171339149628,-1172.7834883716594
4052.171339149628,-1172.7834883716594
4052.171339149628,-1172.7834883716594
4043.360919405962,-1208.0259440395628
4043.360919405962,-1208.0259440395628
4043.360919405962,-1208.0259440395628
4034.550499662296,-1215.7350127719435
4034.550499662296,-1215.7350127719435
4034.550499662296,-1215.7350127719435
4027.9423935945815,-1231.1535385833238
4031.2472233216768,-1242.1666603495617
4031.2472233216768,-1242.1666603495617
4031.2472233216768,-1242.1666603495617
4026.841819276534,-1254.281521473704
4026.841819276534,-1254.281521473704
4026.841819276534,-1254.281521473704
4014.7273464990108,-1268.598696273799
4030.145872310391,-1277.409116017465
4030.145872310391,-1277.409116017465
4030.145872310391,-1277.409116017465
4025.7404682652486,-1291.72629081756
4025.7404682652486,-1291.72629081756
4025.7404682652486,-1291.72629081756
4023.538542935915,-1300.536710561226
4023.538542935915,-1300.536710561226
4023.538542935915,-1300.536710561226
4024.6414473336768,-1318.1579383951782
4015.8306392433915,-1317.0589174636061
4013.6287139140577,-1328.072039229844
4004.8179058237724,-1332.4770549283676
4004.8179058237724,-1332.4770549283676
4004.8179058237724,-1332.4770549283676
3991.602082034964,-1334.6789802577011
3991.602082034964,-1334.6789802577011
3991.602082034964,-1334.6789802577011
3982.791662291298,-1324.7672095027488
3982.791662291298,-1324.7672095027488
3982.791662291298,-1324.7672095027488
3961.8663814234897,-1333.5780175930338
3965.171211150585,-1345.692490370557
3964.0683067528234,-1361.1110161819374
3955.257498662538,-1371.0227869368898
3943.143025885015,-1386.4413127482703
3943.143025885015,-1386.4413127482703
3943.143025885015,-1386.4413127482703
3945.344951214349,-1397.4544345145082
3945.344951214349,-1397.4544345145082
3945.344951214349,-1397.4544345145082
3932.1291274255404,-1412.8729603258885
3932.1291274255404,-1412.8729603258885
3932.1291274255404,-1412.8729603258885
3933.232031823302,-1426.088784114697
3933.232031823302,-1426.088784114697
3933.232031823302,-1426.088784114697
3922.218910057064,-1439.3049962501248
3922.218910057064,-1439.3049962501248
3922.218910057064,-1439.3049962501248
3901.2936291892556,-1452.5208200389334
3895.786874132828,-1461.3312397825994
3897.9887994621618,-1477.8511166052651
3897.9887994621618,-1477.8511166052651
3897.9887994621618,-1477.8511166052651
3901.293629189257,-1488.864238371503
3901.293629189257,-1488.864238371503
3901.293629189257,-1488.864238371503
3894.6855231215427,-1488.864238371503
3889.179156411734,-1477.8511166052651
3881.469699332734,-1471.2433988841697
3875.962944276306,-1478.9524676165504
3878.1648696056395,-1485.560573684265
3869.3544498619735,-1480.053818627837
3860.5440301183075,-1487.7632757068366
3846.2268553182125,-1495.4723444392173
3831.9096805181175,-1505.3841151941697
3831.9096805181175,-1520.8026410055502
3815.3894153488327,-1539.5252198507878
3815.3894153488327,-1539.5252198507878
3815.3894153488327,-1539.5252198507878
3805.4776445938805,-1549.4373789523581
3805.4776445938805,-1549.4373789523581
3805.4776445938805,-1549.4373789523581
3806.580548991642,-1568.1595694509767
3806.580548991642,-1568.1595694509767
3806.580548991642,-1568.1595694509767
3796.6687782366894,-1594.591605375214
3788.95932115769,-1603.4020251188801
3785.6544914305946,-1612.2124448625461
3784.5515870328327,-1622.1246039641164
3788.9569910779755,-1628.732321685212
3794.463746134403,-1635.3404277529262
3795.5666505321647,-1658.4684106433062
3786.75584244188,-1672.7855854434013
3779.046773709499,-1665.0761283644017
3779.046773709499,-1665.0761283644017
3779.046773709499,-1665.0761283644017
3770.235965619214,-1660.670724319259
3770.235965619214,-1660.670724319259
3770.235965619214,-1660.670724319259
3757.0201418304055,-1668.3801813982589
3761.425545875548,-1678.2919521532112
3761.425545875548,-1683.7987072096391
3761.425545875548,-1683.7987072096391
3761.425545875548,-1683.7987072096391
3751.5137751205953,-1687.1035369367344
3751.5137751205953,-1687.1035369367344
3751.5137751205953,-1687.1035369367344
3751.5137751205953,-1703.6234137594001
3746.0070200641676,-1710.2311314804956
3739.3989139964533,-1725.6496572918759
3730.5884942527873,-1733.3591143708757
3730.5884942527873,-1733.3591143708757
3730.5884942527873,-1733.3591143708757
3720.6767234978347,-1734.4620187686373
3720.6767234978347,-1734.4620187686373
3720.6767234978347,-1734.4620187686373
3715.1699684414066,-1752.0828582559705
3719.5753724865494,-1760.8936663462555
3709.663213384979,-1765.2990703913981
3707.461288055645,-1777.4135431689213
3709.663213384979,-1786.2239629125872
3700.852793641313,-1796.1361220141578
3696.4473895961705,-1812.6559988368235
3688.73832086379,-1828.0745246482038
3677.7248107509326,-1833.5808913580127
3666.711688984695,-1844.5944014708696
3667.8145933824567,-1860.01292728225
3659.0037852921714,-1869.9246980372025
3659.0037852921714,-1869.9246980372025
3659.0037852921714,-1869.9246980372025
3650.1933655485054,-1871.0276024349641
3650.1933655485054,-1871.0276024349641
3650.1933655485054,-1871.0276024349641
3647.9914402191716,-1900.7633030464394
3636.9783184529338,-1904.0681327735347
3627.066547697981,-1909.5744994833435
3627.066547697981,-1909.5744994833435
3627.066547697981,-1909.5744994833435
3625.9636433002197,-1922.7903232721521
3625.9636433002197,-1922.7903232721521
3625.9636433002197,-1922.7903232721521
3636.9767650664576,-1927.1957273172948
3636.9767650664576,-1927.1957273172948
3636.9767650664576,-1927.1957273172948
3629.267696334077,-1940.4115511061034
3618.25418622122,-1941.5144555038648
3627.064994311505,-1951.4266146054354
3627.064994311505,-1969.0478424393875
3620.4568882437907,-1975.6555601604828
3612.747431164791,-1980.0609642056254
3612.747431164791,-1980.0609642056254
3612.747431164791,-1980.0609642056254
3602.8356604098385,-1981.1638686033868
3602.8356604098385,-1981.1638686033868
3602.8356604098385,-1981.1638686033868
3602.8356604098385,-1996.5823944147674
3578.6067148547922,-2021.9126909811002
3574.2013108096494,-2037.3312167924805
3566.4922420772687,-2052.749742603861
3558.782784998269,-2068.1682684152415
3546.668312220746,-2085.7894962491937
3546.668312220746,-2085.7894962491937
3546.668312220746,-2085.7894962491937
3540.0602061530317,-2094.5999159928597
3540.0602061530317,-2094.5999159928597
3540.0602061530317,-2094.5999159928597
3530.148435398079,-2090.194900294336
3530.148435398079,-2090.194900294336
3530.148435398079,-2090.194900294336
3515.831260597984,-2087.9929749650023
3515.831260597984,-2087.9929749650023
3515.831260597984,-2087.9929749650023
3504.8177504851274,-2097.904745719955
3508.1225802122226,-2115.525973553907
3502.6162135024138,-2137.552605433002
3490.5013523782713,-2145.2616741653824
3490.5013523782713,-2145.2616741653824
3490.5013523782713,-2145.2616741653824
3480.5895816233187,-2145.2616741653824
3480.5895816233187,-2145.2616741653824
3480.5895816233187,-2145.2616741653824
3479.4866772255573,-2162.882901999335
3479.4866772255573,-2162.882901999335
3479.4866772255573,-2162.882901999335
3472.878571157843,-2174.997374776858
3472.878571157843,-2174.997374776858
3472.878571157843,-2174.997374776858
3460.76409838032,-2184.9095338784286
3439.8392058591303,-2184.9095338784286
3424.42068004775,-2182.707608549095
3404.5967501912273,-2208.0379051154277
3391.3809264024185,-2222.3550799155228
3399.089995134799,-2234.469552693046
3402.3948248618944,-2242.1790097720454
3395.78671879418,-2249.8884668510455
3399.0915485212754,-2273.0160613948065
3399.0915485212754,-2273.0160613948065
3399.0915485212754,-2273.0160613948065
3400.194452919037,-2273.0160613948065
3400.194452919037,-2273.0160613948065
3400.194452919037,-2273.0160613948065
3403.499282646132,-2306.055815040138
3399.0938786009897,-2288.434587206186
3399.0938786009897,-2288.434587206186
3399.0938786009897,-2288.434587206186
3382.574001778324,-2289.5374916039473
3382.574001778324,-2289.5374916039473
3382.574001778324,-2289.5374916039473
3386.9794058234665,-2276.321667815139
3386.9794058234665,-2276.321667815139
3386.9794058234665,-2276.321667815139
3380.371688102371,-2262.0044930150434
3380.371688102371,-2262.0044930150434
3380.371688102371,-2262.0044930150434
3370.4595290008006,-2259.80256768571
3370.4595290008006,-2259.80256768571
3370.4595290008006,-2259.80256768571
3364.952773944373,-2238.8772868179017
3366.0556783421343,-2224.5601120178067
3364.952773944373,-2205.8375331725692
3351.7369501555645,-2209.1423628996645
3351.7369501555645,-2209.1423628996645
3351.7369501555645,-2209.1423628996645
3348.432120428469,-2226.7635907336166
3348.432120428469,-2226.7635907336166
3348.432120428469,-2226.7635907336166
3344.0267163833264,-2256.499291345092
3344.0267163833264,-2256.499291345092
3344.0267163833264,-2256.499291345092
3329.7095415832314,-2270.816466145187
3329.7095415832314,-2270.816466145187
3329.7095415832314,-2270.816466145187
3316.4933294478037,-2286.2349919565672
3310.986962737995,-2299.450815745376
3310.986962737995,-2299.450815745376
3310.986962737995,-2299.450815745376
3299.973840971757,-2303.8562197905185
3299.973840971757,-2303.8562197905185
3299.973840971757,-2303.8562197905185
3283.4539641490915,-2300.5513900634232
3288.9603308589003,-2292.8423213310425
3299.973840971757,-2288.4369172859
3294.4670859153293,-2264.2079717308534
3287.858979847615,-2260.903142003758
3288.9618842453765,-2247.6873182149498
3296.671341324376,-2253.1936849247586
3299.9761710514713,-2235.5728454374253
3299.9761710514713,-2235.5728454374253
3299.9761710514713,-2235.5728454374253
3312.090643828995,-2227.8633883584257
3312.090643828995,-2227.8633883584257
3312.090643828995,-2227.8633883584257
3322.002414583947,-2215.7489155809026
3316.4956595275194,-2186.013214969427
3316.4956595275194,-2186.013214969427
3316.4956595275194,-2186.013214969427
3319.8004892546146,-2167.2906361241894
3319.8004892546146,-2167.2906361241894
3319.8004892546146,-2167.2906361241894
3328.6112973448994,-2152.9734613240944
3325.306467617804,-2138.6562865239994
3310.989292817709,-2146.36535525638
3298.874820040186,-2166.189285112903
3291.1653629611865,-2168.3912104422366
3281.253592206234,-2174.998928163332
3281.253592206234,-2184.9110872649026
3274.6454861385196,-2174.998928163332
3266.936417406139,-2171.694098436237
3260.3283113384246,-2181.6062575378073
3248.2138385609014,-2197.0247833491876
3230.5926107269493,-2204.7338520815683
3244.9097855270443,-2191.5180282927595
3247.1117108563776,-2176.099502481379
3263.6315876790436,-2163.985029703856
3272.4420074227096,-2151.870556926333
3284.556868546852,-2141.9587861713803
3290.063235256661,-2133.147978081095
3305.481761068041,-2123.236207326143
3316.494882834279,-2119.9313775990477
3320.9002868794214,-2110.019606844095
3329.7110949697067,-2105.6142027989526
3338.5215147133727,-2092.398379010144
3344.0282697698003,-2085.7902729424295
3342.925365372039,-2074.7771511761916
3342.925365372039,-2074.7771511761916
3342.925365372039,-2074.7771511761916
3352.8371361269915,-2063.7640294099538
3352.8371361269915,-2063.7640294099538
3352.8371361269915,-2063.7640294099538
3348.432120428468,-2051.6491682858114
3352.8371361269915,-2032.926977787193
3344.0267163833255,-2019.7107656517653
3347.3315461104207,-2009.798994896813
3347.3315461104207,-2009.798994896813
3347.3315461104207,-2009.798994896813
3349.5334714397545,-2008.6960904990513
3349.5334714397545,-2008.6960904990513
3349.5334714397545,-2008.6960904990513
3340.7226633494693,-1991.074862665099
3349.5334714397545,-1984.4671449440038
3346.2286417126593,-1973.453634831147
3359.4444655014677,-1958.0351090197664
3371.558938278991,-1945.9206362422433
3371.558938278991,-1945.9206362422433
3371.558938278991,-1945.9206362422433
3377.065693335419,-1950.326040287386
3377.065693335419,-1950.326040287386
3377.065693335419,-1950.326040287386
3384.7747620677997,-1917.2862866420544
3384.7747620677997,-1917.2862866420544
3384.7747620677997,-1917.2862866420544
3400.19328787918,-1900.7664098193886
3393.5855701580845,-1880.9424799628657
3393.5855701580845,-1880.9424799628657
3393.5855701580845,-1880.9424799628657
3390.280740430989,-1869.9293581966278
3390.280740430989,-1869.9293581966278
3390.280740430989,-1869.9293581966278
3406.800617253655,-1860.0175874416752
3407.9035216514167,-1847.902726317533
3400.1940645724167,-1821.471078739915
3400.1940645724167,-1821.471078739915
3400.1940645724167,-1821.471078739915
3403.498894299512,-1799.4448352074392
3403.498894299512,-1799.4448352074392
3403.498894299512,-1799.4448352074392
3416.7147180883208,-1771.9114482719165
3417.817622486082,-1761.9996775169639
3417.817622486082,-1761.9996775169639
3417.817622486082,-1761.9996775169639
3416.7147180883208,-1750.9865557507262
3416.7147180883208,-1750.9865557507262
3416.7147180883208,-1750.9865557507262
3431.0318928884158,-1727.858572860346
3448.653120722368,-1719.04815311668
3450.8550460517017,-1703.6296273052997
3449.7521416539403,-1691.5147661811573
3455.258896710368,-1678.2989423923486
3444.2453865975112,-1670.5898736599681
3450.8534926652255,-1656.2726988598731
3444.2453865975112,-1648.5632417808733
3454.1575456990813,-1643.0564867244454
3468.474720499177,-1630.942013946922
3461.866614431462,-1625.4356472371132
3464.068539760796,-1612.2194351016858
3461.866614431462,-1600.1049623241624
3454.1575456990813,-1595.699946625639
3439.8403708989863,-1600.1049623241624
3449.752141653939,-1583.5850855014967
3449.752141653939,-1583.5850855014967
3449.752141653939,-1583.5850855014967
3447.550216324605,-1568.1665596901164
3447.550216324605,-1568.1665596901164
3447.550216324605,-1568.1665596901164
3448.653120722367,-1551.6466828674506
3448.653120722367,-1551.6466828674506
3448.653120722367,-1551.6466828674506
3437.639998956129,-1546.1403161576418
3437.639998956129,-1546.1403161576418
3437.639998956129,-1546.1403161576418
3431.0318928884144,-1530.7217903462613
3417.816069099606,-1527.416960619166
3418.9189734973675,-1539.5314333966894
3418.9189734973675,-1539.5314333966894
3418.9189734973675,-1539.5314333966894
3421.1208988267013,-1551.6459061742125
3421.1208988267013,-1551.6459061742125
3421.1208988267013,-1551.6459061742125
3422.2238032244627,-1565.9630809743076
3416.717048168035,-1575.875240075878
3417.8199525657965,-1590.192414875973
3417.8199525657965,-1590.192414875973
3417.8199525657965,-1590.192414875973
3407.9081818108443,-1597.9014836083536
3407.9081818108443,-1597.9014836083536
3407.9081818108443,-1597.9014836083536
3386.982900943036,-1596.8024626767815
3379.273443864036,-1616.6260041866853
3375.9686141369407,-1635.348583031923
3371.5632100917983,-1655.172512888446
3349.5369665593225,-1655.172512888446
3355.0433332691314,-1671.6923897111117
3336.320754423894,-1698.1240372887298
3335.217850026132,-1712.441212088825
3335.217850026132,-1712.441212088825
3335.217850026132,-1712.441212088825
3324.204728259894,-1722.3529828437775
3324.204728259894,-1722.3529828437775
3324.204728259894,-1722.3529828437775
3309.887553459799,-1716.8466161339686
3309.887553459799,-1716.8466161339686
3309.887553459799,-1716.8466161339686
3299.975782704847,-1724.5556848663493
3299.975782704847,-1724.5556848663493
3299.975782704847,-1724.5556848663493
3292.266325625847,-1731.1637909340636
3292.266325625847,-1731.1637909340636
3292.266325625847,-1731.1637909340636
3277.949150825752,-1727.8589612069684
3277.949150825752,-1727.8589612069684
3277.949150825752,-1727.8589612069684
3258.1252209692293,-1733.3657162633963
3240.504381481896,-1750.9869440973484
3233.8962754141817,-1766.405469908729
3233.8962754141817,-1766.405469908729
3233.8962754141817,-1766.405469908729
3225.0854673238964,-1776.3172406636813
3225.0854673238964,-1776.3172406636813
3225.0854673238964,-1776.3172406636813
3211.869643535088,-1779.6220703907766
3215.1744732621833,-1798.3446492360142
3215.1744732621833,-1798.3446492360142
3215.1744732621833,-1798.3446492360142
3211.869643535088,-1817.0668397346328
3211.869643535088,-1817.0668397346328
3211.869643535088,-1817.0668397346328
3214.071568864422,-1825.8776478249179
3214.071568864422,-1825.8776478249179
3214.071568864422,-1825.8776478249179
3195.348990019184,-1841.2961736362981
3195.348990019184,-1841.2961736362981
3195.348990019184,-1841.2961736362981
3182.1331662303755,-1836.8907695911557
3165.61328940771,-1829.181700858775
3175.52544850928,-1814.864137712061
3174.4225441115186,-1806.053717968395
3184.3343148664712,-1797.243298224729
3197.5501386552796,-1786.229788111872
3189.841069922899,-1762.0008425568255
3189.841069922899,-1759.7989172274918
3179.928910821329,-1738.8740247063026
3170.017140066376,-1735.5691949792074
3170.017140066376,-1735.5691949792074
3170.017140066376,-1735.5691949792074
3170.017140066376,-1721.2520201791122
3170.017140066376,-1721.2520201791122
3170.017140066376,-1721.2520201791122
3184.3343148664712,-1712.4412120888271
3184.3343148664712,-1712.4412120888271
3184.3343148664712,-1712.4412120888271
3187.6391445935665,-1701.4280903225892
3187.6391445935665,-1701.4280903225892
3187.6391445935665,-1701.4280903225892
3184.3343148664712,-1691.515931221019
3184.3343148664712,-1691.515931221019
3184.3343148664712,-1691.515931221019
3168.915789055091,-1673.8950917336858
3161.20672032271,-1670.5902620065904
3143.585492488758,-1671.693166404352
3132.571982375901,-1648.565183513972
3136.9773864210433,-1633.1466577025915
3136.9773864210433,-1618.8294829024965
3130.369280353329,-1614.4240788573538
3130.369280353329,-1601.2082550685454
3141.382790466186,-1583.587027234593
3151.294561221139,-1562.662134713404
3151.294561221139,-1562.662134713404
3151.294561221139,-1562.662134713404
3168.915789055091,-1550.5476619358808
3168.915789055091,-1550.5476619358808
3168.915789055091,-1550.5476619358808
3187.6383679003284,-1543.9395558681663
3187.6383679003284,-1543.9395558681663
3187.6383679003284,-1543.9395558681663
3196.4487876439944,-1534.027785113214
3196.4487876439944,-1534.027785113214
3196.4487876439944,-1534.027785113214
3201.9555427004225,-1516.4065572792615
3201.9555427004225,-1516.4065572792615
3201.9555427004225,-1516.4065572792615
3190.9424209341846,-1507.5957491889765
3190.9424209341846,-1507.5957491889765
3190.9424209341846,-1507.5957491889765
3185.4356658777565,-1496.5826274227386
3173.3211931002334,-1491.0758723663107
3183.232963855186,-1481.1641016113583
3188.7397189116136,-1470.1509798451204
3200.8541916891368,-1473.4558095722157
3207.4622977568515,-1455.8345817382635
3196.4487876439944,-1420.59212607036
3196.4487876439944,-1420.59212607036
3196.4487876439944,-1420.59212607036
3204.158244722994,-1405.1736002589798
3204.158244722994,-1405.1736002589798
3204.158244722994,-1405.1736002589798
3214.0700154779465,-1393.0591274814565
3214.0700154779465,-1393.0591274814565
3214.0700154779465,-1393.0591274814565
3210.7651857508513,-1386.4510214137422
3214.0700154779465,-1372.1338466136472
3214.0700154779465,-1372.1338466136472
3214.0700154779465,-1372.1338466136472
3204.158244722994,-1366.6270915572193
3204.158244722994,-1366.6270915572193
3204.158244722994,-1366.6270915572193
3220.67812154566,-1363.322261830124
3223.982951272755,-1349.005087030029
3234.996073038993,-1341.2960182976483
3231.691243311898,-1326.9788434975533
3231.691243311898,-1326.9788434975533
3231.691243311898,-1326.9788434975533
3239.4003120442785,-1321.4720884411254
3258.122890889516,-1321.4720884411254
3255.920965560182,-1306.0535626297449
3271.3398797181817,-1298.3444938973644
3283.454352495705,-1292.8377388409365
3293.3661232506574,-1287.3309837845086
3296.6709529777527,-1293.9390898522229
3296.6709529777527,-1293.9390898522229
3296.6709529777527,-1293.9390898522229
3307.6840747439905,-1284.0273190972703
3307.6840747439905,-1284.0273190972703
3307.6840747439905,-1284.0273190972703
3331.913408645656,-1281.8253937679367
3331.913408645656,-1281.8253937679367
3331.913408645656,-1281.8253937679367
3335.2182383727513,-1293.9398665454598
3335.2182383727513,-1293.9398665454598
3335.2182383727513,-1293.9398665454598
3353.9408172179888,-1292.8369621476984
3366.055678342131,-1297.2423661928408
3369.3605080692264,-1311.5595409929358
3382.576331858035,-1304.9514349252215
3384.7782571873686,-1312.6608920042213
3394.690416288939,-1324.7753647817444
3394.690416288939,-1324.7753647817444
3394.690416288939,-1324.7753647817444
3409.007591089034,-1326.9772901110782
3409.007591089034,-1326.9772901110782
3409.007591089034,-1326.9772901110782
3420.020712855272,-1325.8743857133165
3420.020712855272,-1325.8743857133165
3420.020712855272,-1325.8743857133165
3429.9324836102246,-1324.771481315555
3442.0469563877477,-1330.278236371983
3447.553711444176,-1319.264726259126
3442.0469563877477,-1307.1502534816027
3442.0469563877477,-1307.1502534816027
3442.0469563877477,-1307.1502534816027
3447.553711444176,-1297.2384827266503
3447.553711444176,-1297.2384827266503
3447.553711444176,-1297.2384827266503
3443.1486957456523,-1285.1240099491272
3451.9591154893183,-1281.8191802220317
3446.45236043289,-1258.6911973316517
3446.45236043289,-1258.6911973316517
3446.45236043289,-1258.6911973316517
3445.3494560351287,-1249.8807775879857
3434.336334268891,-1249.8807775879857
3435.4392386666523,-1236.664953799177
3435.4392386666523,-1236.664953799177
3435.4392386666523,-1236.664953799177
3424.4261169004144,-1228.9554967201773
3424.4261169004144,-1228.9554967201773
3424.4261169004144,-1228.9554967201773
3406.8048890664622,-1215.739672931369
3406.8048890664622,-1215.739672931369
3406.8048890664622,-1215.739672931369
3406.8048890664622,-1203.6252001538455
3391.386363255082,-1200.3203704267503
3391.386363255082,-1200.3203704267503
3391.386363255082,-1200.3203704267503
3382.5755551647967,-1205.8271254831782
3382.5755551647967,-1205.8271254831782
3382.5755551647967,-1205.8271254831782
3370.4610823872736,-1186.0031956266553
3382.5755551647967,-1177.1927758829893
3377.069188454988,-1168.3819677927042
3377.069188454988,-1168.3819677927042
3377.069188454988,-1168.3819677927042
3381.4742041535114,-1158.4701970377516
3381.4742041535114,-1158.4701970377516
3381.4742041535114,-1158.4701970377516
3385.8796081986543,-1138.6462671812287
3385.8796081986543,-1138.6462671812287
3385.8796081986543,-1138.6462671812287
3384.7767038008924,-1119.923688335991
3384.7767038008924,-1119.923688335991
3384.7767038008924,-1119.923688335991
3371.560880012084,-1111.113268592325
3367.1554759669416,-1124.3290923811337
3367.1554759669416,-1124.3290923811337
3367.1554759669416,-1124.3290923811337
3359.446407234561,-1134.240863136086
3359.446407234561,-1134.240863136086
3359.446407234561,-1134.240863136086
3361.6483325638947,-1123.2277413698482
3361.6483325638947,-1123.2277413698482
3361.6483325638947,-1123.2277413698482
3373.762805341418,-1100.0997584794682
3367.1546992737035,-1086.8839346906595
3367.1546992737035,-1086.8839346906595
3367.1546992737035,-1086.8839346906595
3355.04022649618,-1081.3775679808507
3355.04022649618,-1081.3775679808507
3355.04022649618,-1081.3775679808507
3348.432508775085,-1069.2627068567085
3348.432508775085,-1069.2627068567085
3348.432508775085,-1069.2627068567085
3339.6217006847996,-1074.7694619131364
3339.6217006847996,-1074.7694619131364
3339.6217006847996,-1074.7694619131364
3329.709929929847,-1068.1617441920412
3329.709929929847,-1068.1617441920412
3329.709929929847,-1068.1617441920412
3315.392755129752,-1069.2607651236133
3315.392755129752,-1069.2607651236133
3315.392755129752,-1069.2607651236133
3306.581947039467,-1075.8688711913276
3290.062070216801,-1081.3756262477555
3290.062070216801,-1081.3756262477555
3290.062070216801,-1081.3756262477555
3283.454352495706,-1091.287397002708
3283.454352495706,-1091.287397002708
3283.454352495706,-1091.287397002708
3270.2385287068973,-1097.8951147238033
3269.5861063870952,-1110.785892392568
3269.5861063870952,-1110.785892392568
3269.5861063870952,-1110.785892392568
3259.023466698817,-1129.3457540044742
3259.023466698817,-1129.3457540044742
3259.023466698817,-1129.3457540044742
3244.2367808364356,-1154.8387678041386
3236.6647984605374,-1171.8848542954547
3236.6647984605374,-1171.8848542954547
3236.6647984605374,-1171.8848542954547
3235.969658012653,-1141.948378481993
3235.969658012653,-1141.948378481993
3235.969658012653,-1141.948378481993
3240.498556282616,-1126.5298526706124
3240.498556282616,-1126.5298526706124
3240.498556282616,-1126.5298526706124
3247.2499622527143,-1107.6255276077154
3247.2499622527143,-1107.6255276077154
3247.2499622527143,-1107.6255276077154
3268.0315548715193,-1086.8819929575654
3268.0315548715193,-1086.8819929575654
3268.0315548715193,-1086.8819929575654
3272.436570570043,-1072.5648181574704
3272.436570570043,-1072.5648181574704
3272.436570570043,-1072.5648181574704
3277.9433256264706,-1048.335872602424
3294.4632024491366,-1049.4387770001856
3308.7803772492316,-1037.3239158760434
3308.7803772492316,-1037.3239158760434
3308.7803772492316,-1037.3239158760434
3318.692148004184,-1042.8306709324713
3318.692148004184,-1042.8306709324713
3318.692148004184,-1042.8306709324713
3323.0975520493266,-1024.1080920872337
3307.6790262379463,-1013.0949703209958
3299.9699575055656,-1020.8040390533764
3282.3487296716135,-1023.0059643827102
3279.0438999445178,-1034.019474495567
3274.6384958993754,-1035.1223788933287
3263.6253741331375,-1021.9065551045201
3252.6122523668996,-1024.1084804338539
3237.1937265555193,-1032.919288524139
3232.788322510377,-1021.906166757901
3223.977902766711,-1013.095358667616
3211.8630416425685,-1015.2972839969497
3211.8630416425685,-1015.2972839969497
3211.8630416425685,-1015.2972839969497
3206.3566749327597,-1005.3855132419972
3206.3566749327597,-1005.3855132419972
3206.3566749327597,-1005.3855132419972
3201.9512708876173,-991.0683384419021
3196.444515831189,-991.0683384419021
3195.3416114334277,-980.0548283290452
3184.32848966719,-981.1577327268068
3184.32848966719,-973.4486639944262
3178.8217346107617,-970.1438342673308
3163.4035971460007,-958.0289731431886
3163.4035971460007,-958.0289731431886
3163.4035971460007,-958.0289731431886
3171.1126658783814,-952.5226064333798
