Title,ID,GoodReadsTitle,Year,Pages,Rating,RatingsCount,RatingsDist,ISBN,Publisher,URL,IMAGE_URL,SM_IMAGE_URL,Description
Monstrous Regiment,34511,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",2003,496,4.19,50599,5:27831|4:21941|3:9893|2:2059|1:728|total:62452,,,https://www.goodreads.com/book/show/34511.Monstrous_Regiment,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375908503l/34511._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375908503l/34511._SX50_.jpg,"Polly Perks joins the Discworld army to find her brother Paul. ""Ozzer"" cuts off her blonde braids, dons male garb, belches, scratches, and masters macho habits - aided by well-placed pair of socks. The legendary and seemingly ageless Sergeant Jackrum accepts her plus a vampire, troll, zombie, religious fanatic, and two close ""friends"". The best man for the job may be a woman."
A Hat Full of Sky,34501,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",2004,352,4.28,55948,5:31418|4:22464|3:8262|2:1564|1:697|total:64405,9780552552646,Corgi Childrens,https://www.goodreads.com/book/show/34501.A_Hat_Full_of_Sky,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319037274l/34501._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319037274l/34501._SY75_.jpg,"WE SEE YOU. NOW WE ARE YOU.<br /><br />No real witch would casually step out of their body, leaving it empty.<br /><br />Tiffany Aching does. And there’s something just waiting for a handy body to take over. Something ancient and horrible, which can’t die.<br /><br />To deal with it, Tiffany has to go to the very heart of what makes her a witch . . ."
Going Postal,64222,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",2004,394,4.37,93310,5:54944|4:35884|3:11049|2:1540|1:747|total:104164,9780060502935,HarperTorch,https://www.goodreads.com/book/show/64222.Going_Postal,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Arch-swindler Moist Van Lipwig never believed his confidence crimes were hanging offenses - until he found himself with a noose tightly around his neck, dropping through a trapdoor, and falling into...a government job?<br /><br />By all rights, Moist should have met his maker. Instead, it's Lord Vetinari, supreme ruler of Ankh-Morpork, who promptly offers him a job as Postmaster. Since his only other option is a nonliving one, Moist accepts the position - and the hulking golem watchdog who comes along with it, just in case Moist was considering abandoning his responsibilities prematurely. <br /><br />Getting the moribund Postal Service up and running again, however, may be a near-impossible task, what with literally mountains of decades-old undelivered mail clogging every nook and cranny of the broken-down post office building; and with only a few creaky old postmen and one rather unstable, pin-obsessed youth available to deliver it. Worse still, Moist could swear the mail is talking to him. Worst of all, it means taking on the gargantuan, money-hungry Grand Trunk clacks communication monopoly and its bloodthirsty piratical head, Mr. Reacher Gilt.<br />But it says on the building Neither Rain Nor Snow Nor Glom of Nit...Inspiring words (admittedly, some of the bronze letters have been stolen), and for once in his wretched life Moist is going to fight. And if the bold and impossible are what's called for, he'll do it - in order to move the mail, continue breathing, get the girl, and specially deliver that invaluable commodity that every human being (not to mention troll, dwarf, and, yes, even golem) requires: hope."
Thud!,62530,"Thud! (Discworld, #34; City Watch #7)",2005,439,4.33,54197,5:30674|4:22394|3:8021|2:896|1:164|total:62149,,Corgi,https://www.goodreads.com/book/show/62530.Thud_,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320495268l/62530._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320495268l/62530._SY75_.jpg,"Koom Valley? That was where the trolls ambushed the dwarfs, or the dwarfs ambushed the trolls. It was far away. It was a long time ago.<br /><br />But if he doesn't solve the murder of just one dwarf, Commander Sam Vimes of Ankh-Morpork City Watch is going to see it fought again, right outside his office.<br /><br />With his beloved Watch crumbling around him and war-drums sounding, he must unravel every clue, outwit every assassin and brave any darkness to find the solution. And darkness is <i>following</i> him.<br /><br />Oh . . . and at six o'clock every day, without fail, with no excuses, he must go home to read 'Where's My Cow?', with all the right farmyard noises, to his little boy.<br /><br />There are some things you <i>have</i> to do."
Wintersmith,34492,"Wintersmith (Discworld, #35; Tiffany Aching, #3)",2006,325,4.21,46303,5:24148|4:20190|3:8052|2:1406|1:611|total:54407,9780060890315,HarperTempest,https://www.goodreads.com/book/show/34492.Wintersmith,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1290229201l/34492._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1290229201l/34492._SX50_.jpg,"<p>Tiffany Aching is a trainee witch — now working for the seriously scary Miss Treason. But when Tiffany witnesses the Dark Dance — the crossover from summer to winter — she does what no one has ever done before and leaps into the dance. Into the oldest story there ever is. And draws the attention of the Wintersmith himself.<br /><br />As Tiffany-shaped snowflakes hammer down on the land, can Tiffany deal with the consequences of her actions? Even with the help of Granny Weatherwax and the Nac Mac Feegle — the fightin’, thievin’ pictsies who are prepared to lay down their lives for their “big wee hag.”<br /><br /><b>Wintersmith</b> is the third title in an exuberant series crackling with energy and humour. It follows <b>The Wee Free Men</b> and <b>Hat Full of Sky</b>.<br /><br /><br /><i></i></p>"
Making Money,116296,"Making Money (Discworld, #36; Moist Von Lipwig, #2)",2007,394,4.22,52212,5:26976|4:22514|3:9136|2:1402|1:573|total:60601,9780061161643,Harper,https://www.goodreads.com/book/show/116296.Making_Money,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"It's an offer you can't refuse.<br /><br />Who would not to wish to be the man in charge of Ankh-Morpork's Royal Mint and the bank next door?<br /><br />It's a job for life. But, as former con-man Moist von Lipwig is learning, the life is not necessarily for long.<br /><br />The Chief Cashier is almost certainly a vampire. There's something nameless in the cellar (and the cellar itself is pretty nameless), it turns out that the Royal Mint runs at a loss. A 300 year old wizard is after his girlfriend, he's about to be exposed as a fraud, but the Assassins Guild might get him first. In fact lot of people want him dead<br /><br />Oh. And every day he has to take the Chairman for walkies.<br /><br />Everywhere he looks he's making enemies.<br /><br />What he should be doing is . . . Making Money!"
Unseen Academicals,6250169,"Unseen Academicals (Discworld, #37; Rincewind #8)",2009,417,3.97,40217,5:15882|4:18619|3:10785|2:2233|1:697|total:48216,9780061161704,HarperCollins,https://www.goodreads.com/book/show/6250169-unseen-academicals,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Discworld lives on in <i>Unseen Academicals, </i>the latest novel from Terry Pratchett. Delivering the trademark insight and humor readers the world over have come to expect from “the purely funniest English writer since Wodehouse” (<em>Washington Post Book World</em>), <i>Unseen Academicals</i> focuses on the wizards at Ankh-Morpork’s Unseen University, who are reknowned for many things—sagacity, magic, and their love of teatime—as they attempt to conquer athletics."
I Shall Wear Midnight,7576115,"I Shall Wear Midnight (Discworld, #38; Tiffany Aching, #4)",2010,349,4.31,41568,5:24787|4:16462|3:5740|2:1032|1:561|total:48582,9780385611077,Doubleday Childrens,https://www.goodreads.com/book/show/7576115-i-shall-wear-midnight,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328232764l/7576115._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328232764l/7576115._SY75_.jpg,"It starts with whispers.<br /><br />Then someone picks up a stone.<br /><br />Finally, the fires begin.<br /><br />When people turn on witches, the innocents suffer. . . <br /><br />Tiffany Aching has spent years studying with senior witches, and now she is on her own. As the witch of the Chalk, she performs the bits of witchcraft that aren't sparkly, aren't fun, don't involve any kind of wand, and that people seldom ever hear about: She does the unglamorous work of caring for the needy.<br /><br />But someone or something is igniting fear, inculcating dark thoughts and angry murmurs against witches. Aided by her tiny blue allies, the Wee Free Men, Tiffany must find the source of this unrest and defeat the evil at its root before it takes her life. Because if Tiffany falls, the whole Chalk falls with her.<br /><br />Chilling drama combines with laugh-out-loud humor and searing insight as beloved and bestselling author Terry Pratchett tells the high-stakes story of a young witch who stands in the gap between good and evil."
Snuff,8785374,"Snuff (Discworld, #39; City Watch #8)",2011,378,4.14,41266,5:20506|4:18990|3:8191|2:1713|1:679|total:50079,9780385619264,Doubleday UK,https://www.goodreads.com/book/show/8785374-snuff,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1302694636l/8785374._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1302694636l/8785374._SX50_.jpg,"According to the writer of the best-selling crime novel ever to have been published in the city of Ankh-Morpork, it is a truth universally acknowledged that a policeman taking a holiday would barely have had time to open his suitcase before he finds his first corpse.<br /><br />And Commander Sam Vimes of the Ankh-Morpork City Watch is on holiday in the pleasant and innocent countryside, but not for him a mere body in the wardrobe. There are many, many bodies and an ancient crime more terrible than murder.<br /><br />He is out of his jurisdiction, out of his depth, out of bacon sandwiches, and occasionally snookered and out of his mind, but never out of guile. Where there is a crime there must be a finding, there must be a chase and there must be a punishment. <br /><br />They say that in the end all sins are forgiven.<br /><br />But not quite all..."
Raising Steam,11275323,"Raising Steam (Discworld, #40, Moist von Lipwig #3)",2013,377,3.99,23904,5:11045|4:11972|3:7138|2:1694|1:325|total:32174,9780857522276,Doubleday,https://www.goodreads.com/book/show/11275323-raising-steam,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582860489l/11275323._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582860489l/11275323._SY75_.jpg,"To the consternation of the patrician, Lord Vetinari, a new invention has arrived in Ankh-Morpork - a great clanging monster of a machine that harnesses the power of all the elements: earth, air, fire and water. This being Ankh-Morpork, it's soon drawing astonished crowds, some of whom caught the zeitgeist early and arrive armed with notepads and very sensible rainwear.<br /><br />Moist von Lipwig is not a man who enjoys hard work - as master of the Post Office, the Mint and the Royal Bank his input is, of course, vital... but largely dependent on words, which are fortunately not very heavy and don't always need greasing. However, he does enjoy being alive, which makes a new job offer from Vetinari hard to refuse...<br /><br />Steam is rising over Discworld, driven by Mister Simnel, the man wi' t'flat cap and sliding rule who has an interesting arrangement with the sine and cosine. Moist will have to grapple with gallons of grease, goblins, a fat controller with a history of throwing employees down the stairs and some very angry dwarfs if he's going to stop it all going off the rails..."
The Shepherd's Crown,22886868,"The Shepherd's Crown (Discworld, #41; Tiffany Aching, #5)",2015,276,4.36,15332,5:12275|4:7818|3:2730|2:418|1:92|total:23333,9780062429971,Harper,https://www.goodreads.com/book/show/22886868-the-shepherd-s-crown,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433600285l/22886868._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433600285l/22886868._SY75_.jpg,"<i>A shivering of worlds.</i><br /><br />Deep in the Chalk, something is stirring. The owls and the foxes can sense it, and Tiffany Aching feels it in her boots. An old enemy is gathering strength.<br /><br />This is a time of endings and beginnings, old friends and new, a blurring of edges and a shifting of power. Now Tiffany stands between the light and the dark, the good and the bad.<br /><br />As the fairy horde prepares for invasion, Tiffany must summon all the witches to stand with her. To protect the land. Her land.<br /><br />There will be a reckoning…"
Troll Bridge,12300570,Troll Bridge (Discworld #16.5),1992,10,4.08,2573,5:971|4:1077|3:580|2:69|1:8|total:2705,,Pan Books,https://www.goodreads.com/book/show/12300570-troll-bridge,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Part of a short story tribute anthology to Tolkien, found in After the King: Stories In Honor of J.R.R. Tolkien, it was also reprinted in My Favorite Fantasy Story, in The Oxford Book of Fantasy Stories, in The Mammoth Book of Comic Fantasy and was finally released as free online fiction."
Theatre of Cruelty,9528398,Theatre of Cruelty (Discworld #14.5; City Watch #1.5),1993,4,3.8,3067,5:810|4:1118|3:1010|2:191|1:20|total:3149,,,https://www.goodreads.com/book/show/9528398-theatre-of-cruelty,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415598042l/9528398._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415598042l/9528398._SY75_.jpg,"A murder has been committed: a street entertainer, found apparently battered to death with a very small blunt object, on him bite marks from a very small crocodile. Investigating the incident in his typically direct manner, Carrot Ironfoundersson discovers the truth..."
The Sea and Little Fishes,17082640,"The Sea and Little Fishes (Discworld, #22.5; Witches #5.5)",1998,44,4.24,1990,5:889|4:747|3:327|2:34|1:5|total:2002,,http://loki.ovh.org/,https://www.goodreads.com/book/show/17082640-the-sea-and-little-fishes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419292166l/17082640._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419292166l/17082640._SY75_.jpg,"Free online fiction. Novelette.<br /><br />This is the story of the time that Granny Weatherwax didn't win the Witch Trials and was nice about it, too. It was horrifying.<br />""It's not right! She's got no right to go around being cheerful at people!""<br /><br />Originally published in the collection Legends Vol. 3."
Death and What Comes Next,13107852,"Death and What Comes Next (Discworld, #10.5; Death, #1.5)",2002,5,4.1,2632,5:996|4:1006|3:543|2:73|1:14|total:2632,,http://www.lspace.org/books/dawcn/dawcn-english.html,https://www.goodreads.com/book/show/13107852-death-and-what-comes-next,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391181745l/13107852._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391181745l/13107852._SY75_.jpg,"Death and What Comes Next is a Discworld short story by Terry Pratchett. It tells the story of a discussion between Death and a philosopher, in which the philosopher attempts to use the many-worlds interpretation of quantum mechanics to argue death is not a certainty."
A Few Words From Lord Havelock Vetinari,,,,,,,,,,,,,
Once More* With Footnotes,78903,Once More* *with footnotes,2004,,4.22,452,5:225|4:177|3:78|2:17|1:1|total:498,9781886778573,NESFA Press,https://www.goodreads.com/book/show/78903.Once_More_with_footnotes,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
Where's my cow,34524,"Where's My Cow? (Discworld, #34.5)",2005,32,4.12,9315,5:4373|4:3019|3:1983|2:458|1:103|total:9936,9780385609371,Doubleday,https://www.goodreads.com/book/show/34524.Where_s_My_Cow_,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"At six o’clock every day, without fail, with no excuses, Sam Vimes must go home to read <b>Where's My Cow?</b>, with all the right farmyard noises, to his little boy. There are some things you have to do. It is<br />the most loved and chewed book in the world.<br /><br />But his father wonders why it is full of moo-cows and baa-lambs when Young Sam will only ever see them cooked on a plate. He can think of a more useful book for a boy who lives in a city.<br /><br />So Sam Vimes starts adapting the story. A story with streets, not fields. A book with rogues and villains. A book about the place where he’ll grow up."
Discworld's Ankh Morpork City Watch Diary 1999,1642223,Discworld's Ankh Morpork City Watch Diary 1999,1998,128,4.01,162,5:69|4:59|3:40|2:8|1:4|total:180,9780575066601,Gollancz,https://www.goodreads.com/book/show/1642223.Discworld_s_Ankh_Morpork_City_Watch_Diary_1999,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369903474l/1642223._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369903474l/1642223._SX50_.jpg,"This diary and handbook ensures that those noble defenders of the greatest city of the Discworld need never be late for a crime again. It is a fully-functioning diary with dates, holidays (including pagan holidays), notes and year planner. It also includes ""Octedays"", the ""8th Discworld Day""."
Discworld Assassins' Guild Yearbook and Diary 2000,3842047,Discworld Assassins' Guild Yearbook and Diary 2000,1999,128,3.91,93,5:34|4:28|3:23|2:5|1:3|total:93,9780575066878,Gollancz ,https://www.goodreads.com/book/show/3842047-discworld-assassins-guild-yearbook-and-diary-2000,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362930613l/3842047._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362930613l/3842047._SX50_.jpg,"The Ankh-Morpork Assassins' Guild* in its modern form is the result of Lord Vetinari's distinctive civic policy, and is renowned across the Discworld. It offers the best all-round education in the world, because a qualified assassin should be at home in any company, and able to play at least one musical instrument. Anyone inhumed by a graduate of the Guild school can go to his rest satisfied that he has been annulled by someone of taste and discretion. <br /><br />You need never be late for an assassination again with this fully functioning diary with all the necessary dates, holidays, notes and a year planner, including Octedays, the exclusive '8th Discworld day'. The fifty-two week spreads will be liberally illustrated by Paul Kidby, with the usual witty, quirky and apposite bons mots from the pen of Terry Pratchett himself. <br /><br />*Motto: NIL MORTIFI, SINE LVCRE"
Discworld Fools' Guild Diary 2001,1642225,Discworld Fools' Guild Diary 2001,2000,,3.91,211,5:77|4:65|3:59|2:10|1:6|total:217,9780575071032,,https://www.goodreads.com/book/show/1642225.Discworld_Fools_Guild_Diary_2001,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Contrast the Fools' Guild with the Assassins' Guild next door: one is pleasant, light and airy and the corridors echo with the quiet activity of people working hard to master a job they love; the other is gaunt, forbidding and silent, except for the occasional muffled sob...<br /><br />The Fools' Guild, founded 150 years ago, is also a hospital, craft standards enforcer, fraternal society and school. There is always a place and a custard pie in the face for any young boy with an amusing hump, speech impediment or other laughable deformity. <br /><br />As with previous diaries in the series, the usual mundane dates are complemented by the Discworld's own special occasions, so you will always know when to expect the Soul Cake Duck's choccie eggs and which days are most auspicious for the throwing of custard pies."
Discworld Thieves' Guild Yearbook & Diary 2002,17569315,Discworld Thieves' Guild Yearbook & Diary 2002,2001,128,4.01,66,5:27|4:25|3:17|2:3|1:1|total:73,9780575071049,Gollancz,https://www.goodreads.com/book/show/17569315-discworld-thieves-guild-yearbook-diary-2002,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362933066l/17569315._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362933066l/17569315._SX50_.jpg,"The Thieves' Guild celebrates its 21st anniversary with its first Yearbook, featuring an address from Lord Vetinari himself, who encouraged the setting-up of the Guild to avoid the random, unfair and disorganised crime which, until his ascent to power, plagued the great city of Ankh-Morpork. Now crime is legal, organised and run to an annual budget and everyone is happy - well, almost everyone: woe betide the unlicensed thief, highwayman or slipperlegger who tries to do business without Guild approval!"
The Discworld (Reformed) Vampyre's Diary 2003,1642270,The Discworld (Reformed) Vampyre's Diary 2003,2002,128,3.95,225,5:86|4:72|3:57|2:14|1:4|total:233,9780575071056,Gollancz,https://www.goodreads.com/book/show/1642270.The_Discworld_Reformed_Vampyre_s_Diary_2003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"RULES OF THE UBERWALD LEAGUE OF TEMPERANCE ANKH-MORPORK:<br /><br />MISSION OBJECT <br />To further the cause of temperance and of total abstinence from drinking human blood (The Old Practice), to provide recreation and means of social intercourse for its members and to encourage by meetings, lectures, discussions, sing-songs and hot tea a better knowledge of the dangers of the Old Practice. <br /><br />MEMBERSHIP <br />Any person 100 years or over, who is undead, of good character and is prepared to sign the Pledge shall, irrespective of race, sex, nationality or species be eligible for admission to membership. THE PLEDGE Every member must, during his or her membership, be a strict adherent to the principles set out in the Pledge. <br /><br />GOVERNMENT <br />The affairs of the League shall be managed, at each Mission of the League, by a General Committee which shall consist of the Officers of the Mission plus other members up to a total of thirteen, and two members nominated by the Avoidance of Old Practices Committee."
The Discworld Almanak: The Year of the Prawn,233670,The Discworld Almanak: The Year of the Prawn,2004,128,4.08,1064,5:451|4:324|3:240|2:45|1:11|total:1071,9780385606837,Doubleday,https://www.goodreads.com/book/show/233670.The_Discworld_Almanak,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362928164l/233670._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362928164l/233670._SX50_.jpg,"In this latest accessory to the Discworld phenomenon, Terry Pratchett joins forces with Bernard Pearson to produce the definitive Almanak to the Common Year of the Prawn, for the city of Ankh-Morpork and Surrounding Areas &amp; Benefices. Here you will find a Compendium to all Knowledge, and a sure means of ensuring fertility of crops &amp; livestock, also a boon companion in affairs of the HEART &amp; HEALTH, with notes on Husbandry, Physic, Fairs &amp; Marts, and other such information as will render this Publication a staunch companion to Townsman &amp; Tiller of Soil alike. Including homemade remedies for common ailments, recipes, horoscopes, scientific discoveries, a calendar, strange tales and many valuable facts about the cabbage.<br /><br />With witty illustrations from Paul Kidby, this is an artistically presented package guaranteed to tickle the funny bone of all Pratchett fans."
The Ankh-Morpork Post Office Handbook: Discworld Diary 2007,833437,The Ankh-Morpork Post Office Handbook: Discworld Diary 2007,2006,158,4.22,303,5:159|4:69|3:65|2:8|1:4|total:305,9780575077232,Gollancz,https://www.goodreads.com/book/show/833437.The_Ankh_Morpork_Post_Office_Handbook,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362932259l/833437._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362932259l/833437._SX50_.jpg,"The Post Office: this musty, dusty and sh***y organisation was jolted back into life in GOING POSTAL. Hidebound and rulebound, the Post Office is creaking towards a brave new world of efficiency - and it may even deliver the mail, too. But like all bureaucracies, the Ankh-Morpork Post Office has its rules and regulations and these, together with the history of this once-great department, are highlighted and parodied in the Ankh-Morpork Post Office Handbook. <br /><br />How do you send eggs through the Post Office? What size envelope is banned? And what happens when snails start eating the mail? It's all here in the Ankh-Morpork Post Office Handbook and Diary 2007. <br /><br />*that's of the pigeon guano type, of course."
Lu-Tze's Yearbook of Enlightenment 2008,833421,Lu-Tze's Yearbook of Enlightenment 2008,2007,128,4.12,141,5:64|4:43|3:36|2:5|1:0|total:148,9780575077249,Gollancz,https://www.goodreads.com/book/show/833421.Lu_Tze_s_Yearbook_of_Enlightenment_2008,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362932669l/833421._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362932669l/833421._SX50_.jpg,"Lu-Tze is a senior History Monk, also known as Sweeper. Although thought to be 800 years old, there are some who claim he is older yet...5,200 years older, in fact, because for the History Monks, time is a resource to manipulate, and they do... <br /><br />Lu-Tze, a bald, yellow-toothed little man with a wispy beard, has a faintly amiable grin, as if constantly waiting for something amusing to happen, and a handy epithet for every occasion. In his life, Lu-Tze has done everything, and his past deeds are legend amongst the History Monks. He is a follower of The Way of Mrs Marietta Cosmopilite. He also grows Bonsai mountains. <br /><br />LU-TZE'S YEARBOOK OF ENLIGHTMENT (including The Way of Mrs Cosmopilite) is the ideal companion for those seeking truth and harmony and, well, the meaning to life - though he doesn't guarantee it will be the right meaning..."
Discworld Diary 2015: We R Igors: First and Last Aid,21887119,Discworld Diary 2015: We R Igors: First and Last Aid,2014,128,4.18,137,5:60|4:50|3:24|2:4|1:1|total:139,9781473208315,Gollancz,https://www.goodreads.com/book/show/21887119-discworld-diary-2015,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397123166l/21887119._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397123166l/21887119._SX50_.jpg,"One part diary, one part guide to the arcane practices of the funniest creation in modern fantasy, 100% Discworld goodness. With their trademark mix of cultural ephemera, background detail and hilarious one-liners, the Discworld diaries are back. And what better way to start than with the unsung heroes of the Discworld?<br /><br />Without these stoic, selfless heroes, the movers and shakers of the Discworld would not move and shake nearly as much. While the Great and Good of Ankh-Morpork take the headlines, these quietly competent minions toil away in the background doing all of the actual work. They all hail from the same clan, which originates in the farflung region of Überwald, and no self-respecting mad scientist would be seen dead (or, for that matter, undead) with them.<br /><br />They are, of course, the Igors, and we're confident this behind-the-scenes look at their day-to-day life will have you in ... ahem ... stitches."
Discworld Diary 2016: A Practical Manual for the Modern Witch,24931179,Discworld Diary 2016: A Practical Manual for the Modern Witch,2015,128,4.39,140,5:76|4:45|3:17|2:1|1:1|total:140,9781473208322,Gollancz,https://www.goodreads.com/book/show/24931179-discworld-diary-2016,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424478938l/24931179._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424478938l/24931179._SX50_.jpg,"One part diary, one part guide to the arcane practices of the funniest creation in modern fantasy, 100% Discworld goodness. With their trademark mix of cultural ephemera, background detail and hilarious one-liners, the Discworld diaries are back. And 2016's diary gives a long-awaited insight into the wit and wisdom of some of the Discworld's most-loved characters, the Witches.<br /><br />Or, as Granny Weatherwax puts it:<br /><br />""I don't hold with diaries. If a witch don't know where she's been or where she should be, no amount of writing it down in long and diverse letters will make any difference.<br /><br />There are some who say that making a note of birthdays and the like will mean you get a lot of presents but I think Gytha is wrong.<br /><br />But suit yourself.<br /><br />Personally I can't be doing with it.""<br /><br />~ Esme Weatherwax"
The Terry Pratchett Diary,28516652,The Terry Pratchett Diary,2016,128,4.3,67,5:37|4:18|3:8|2:3|1:1|total:67,9781473208339,Gollancz,https://www.goodreads.com/book/show/28516652-the-terry-pratchett-diary,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466262024l/28516652._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466262024l/28516652._SX50_.jpg,"Sir Terry Pratchett left us, far too early, in March 2015. To celebrate his life and works, we've given over the 2017 Discworld Diary - which will be a perennial diary - to remembrances and tributes from some of those who knew and loved him and his extraordinary body of work. With an introduction from his daughter Rhianna Pratchett and an afterword from longtime friend and colleague Rob Wilkins."
Terry Pratchett's Discworld Quiz Diary 2019,38475880,Terry Pratchett's Discworld Quiz Diary 2019,2018,128,4.29,21,5:11|4:7|3:2|2:0|1:1|total:21,9781473223103,Gollancz,https://www.goodreads.com/book/show/38475880-terry-pratchett-s-discworld-quiz-diary-2019,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525028754l/38475880._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525028754l/38475880._SX50_.jpg,"One part diary, one part guide to the arcane practices of the funniest creation in modern fantasy, 100% Discworld goodness. With their trademark mix of cultural ephemera, background detail and hilarious one-liners, the Discworld diaries are back. This year: trivia.<br /><br />Do you know where the Discworld gods live?<br />Do you know the name of the lost continent?<br />Do you know the name of the Discworld's worst engineer?<br />Do you know what's in CMOT Dibbler's sausages?<br /><br />Well, you do now. All except the last one; nobody knows that, not even Dibbler.<br /><br />These and other gems of knowledge await you within. Make every day a Discworld day, with the 2019 Discworld Trivia Diary."
